id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance2_1,performance2_2,performance2_3,performance2_4
1473,Male,33,Kumamoto,1,33,2,4,3,3,4,3,1,3,2,1,3,3,2,1,4
1474,Male,42,Saitama,4,1,1,3,3,2,4,4,5,1,2,3,3,2,4,3,2
1475,Male,69,Gunma,4,1,2,4,99,3,4,99,3,3,2,2,4,3,2,2,4
1476,Male,42,Miyagi,4,33,1,3,3,3,3,3,4,3,2,2,3,3,2,2,3
1477,Male,51,Tochigi,4,4,3,3,2,3,3,3,1,3,4,3,3,2,3,3,1
1478,Male,66,Fukushima,2,33,4,4,4,4,4,4,1,4,4,3,3,4,4,2,4
1479,Female,22,Osaka,3,33,4,4,4,4,4,4,4,3,2,99,99,3,99,2,99
1480,Male,45,Toyama,3,1,1,4,99,1,4,99,5,2,4,2,4,3,4,2,4
1481,Female,24,Kanagawa,4,1,1,4,4,4,4,4,4,2,2,2,3,3,2,2,2
1482,Male,50,Hokkaido,3,33,4,3,3,4,3,3,4,4,4,4,3,4,4,2,3
1483,Male,61,Tokyo,2,33,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
1484,Female,30,Kagawa,4,33,99,99,99,99,99,99,3,99,99,3,99,99,2,2,99
1485,Female,34,Tochigi,4,33,99,99,99,99,99,99,1,3,1,4,99,3,4,4,99
1486,Male,52,Tokyo,3,1,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3
1487,Male,64,Wakayama,4,1,1,4,4,4,4,3,1,2,2,2,2,2,2,2,2
1488,Female,28,Miyagi,3,33,2,3,3,4,4,3,1,4,3,2,4,3,99,2,3
1489,Female,36,Kanagawa,2,33,2,4,4,3,3,4,3,3,3,3,3,3,2,3,2
1490,Male,27,Mie,4,1,1,99,99,99,99,99,4,4,1,1,3,4,2,1,4
1491,Female,30,Fukuoka,4,1,2,4,4,4,4,4,1,99,3,2,99,4,3,2,4
1492,Male,64,Yamagata,4,1,1,4,4,1,4,4,1,3,2,1,2,3,2,1,2
1493,Male,40,Osaka,4,1,2,4,4,3,4,2,1,2,2,1,3,4,2,2,3
1494,Female,51,Shimane,2,33,99,99,99,99,99,99,3,3,2,2,99,3,2,2,99
1495,Female,69,Fukuoka,3,6,2,2,2,2,3,1,1,4,4,4,4,4,4,4,4
1496,Male,44,Oita,4,33,2,3,3,3,3,3,4,3,4,3,4,4,3,3,4
1497,Male,63,Tokyo,4,99,4,2,2,2,4,2,3,4,3,1,4,4,3,1,4
1498,Female,53,Shiga,3,4,2,3,4,2,3,3,3,3,2,2,99,3,2,2,4
1499,Female,55,Hiroshima,2,33,2,99,99,99,99,99,1,99,99,99,99,4,4,99,99
1500,Female,39,Kanagawa,2,33,2,3,2,2,2,3,1,3,3,2,3,3,3,2,3
1501,Male,52,Tokyo,2,3,2,3,3,4,3,3,1,4,3,2,3,4,3,2,3
1502,Female,44,Aichi,3,1,3,3,3,3,3,3,1,3,2,2,2,3,2,2,2
1503,Female,56,Tokyo,3,33,99,99,99,99,99,99,5,4,3,3,3,4,4,2,4
1504,Male,45,Nara,4,33,2,4,4,4,4,4,1,3,2,2,3,4,2,2,3
1505,Male,40,Hokkaido,4,33,1,3,4,3,4,4,1,3,3,3,3,3,2,3,2
1506,Male,69,Kanagawa,2,1,1,3,4,3,4,4,3,2,2,2,2,2,2,2,2
1507,Male,33,Aichi,4,1,2,3,2,4,4,3,5,2,2,1,3,2,2,1,3
1508,Male,47,Tochigi,2,33,3,4,4,4,3,3,5,4,4,4,4,4,4,4,4
1509,Female,61,Tokyo,4,33,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4
1510,Male,26,Kumamoto,4,1,1,2,3,2,3,2,1,3,2,1,2,3,2,1,2
1511,Male,27,Kyoto,2,2,2,1,4,4,3,3,4,3,3,3,2,3,4,2,4
1512,Male,40,Tokyo,4,1,1,4,4,3,4,3,1,4,3,1,2,2,3,1,2
1513,Female,30,Aichi,3,99,3,3,3,3,3,3,1,3,3,2,3,3,2,2,3
1514,Female,27,Kanagawa,4,1,99,99,99,99,99,99,3,3,3,2,99,3,3,2,99
1515,Female,28,Osaka,3,6,2,99,3,3,99,99,3,3,3,3,3,3,3,2,3
1516,Female,21,Aichi,4,33,2,2,2,99,2,99,3,3,2,2,2,3,3,2,2
1517,Male,34,Tokyo,3,1,1,2,99,4,4,4,4,2,1,1,2,2,2,1,2
1518,Male,63,Miyagi,4,3,4,2,2,3,3,2,3,4,4,3,4,4,3,3,4
1519,Male,43,Kanagawa,4,33,2,4,4,4,99,2,1,4,3,2,4,4,2,2,4
1520,Male,54,Tokyo,2,1,1,2,3,1,4,3,3,1,1,1,2,1,1,1,2
1521,Female,21,Shiga,3,33,2,99,2,99,99,99,1,99,3,3,99,99,4,4,99
1522,Male,39,Ibaraki,1,33,2,99,99,99,99,99,5,99,99,99,99,99,99,99,99
1523,Male,53,Tokyo,4,33,2,2,3,3,3,3,4,4,3,4,3,3,3,2,3
1524,Male,26,Saitama,4,33,2,2,2,2,2,2,1,99,3,3,4,99,99,4,99
1525,Male,22,Kanagawa,2,1,2,4,2,4,4,1,2,4,2,3,3,4,3,3,3
1526,Male,51,Nara,2,33,2,4,4,4,4,4,3,4,4,4,99,4,4,4,99
1527,Male,45,Fukuoka,2,11,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4
1528,Male,36,Aichi,4,33,2,1,2,4,4,2,5,4,4,1,4,4,4,1,4
1529,Female,46,Nagano,4,33,2,3,3,2,4,4,1,3,2,2,2,3,3,2,3
1530,Male,58,Nagano,4,1,1,99,4,3,4,2,3,2,2,2,2,2,2,2,2
1531,Female,41,Fukuoka,4,33,2,4,3,3,3,3,3,3,4,4,3,3,4,4,2
1532,Female,30,Oita,3,33,99,99,99,99,99,99,99,4,4,4,4,4,4,4,4
1533,Male,52,Aichi,4,33,2,4,4,4,4,2,1,3,3,4,3,3,3,3,3
1534,Male,47,Kanagawa,4,1,1,3,4,2,4,2,3,1,1,1,1,1,1,1,1
1535,Female,43,Okayama,4,33,99,99,99,99,99,99,4,4,99,4,4,4,4,4,4
1536,Male,52,Kumamoto,4,33,2,4,4,3,4,4,1,4,4,2,4,4,3,2,4
1537,Male,29,Aichi,4,33,4,4,4,4,4,4,1,3,3,3,3,3,3,3,3
1538,Male,40,Tokyo,2,33,3,3,3,3,3,4,1,3,4,4,99,4,4,4,4
1539,Male,47,Tokyo,4,1,1,2,2,3,4,3,1,3,2,2,4,3,2,2,4
1540,Female,68,Chiba,2,1,1,3,3,3,4,2,3,4,4,4,3,4,4,4,2
1541,Male,57,Miyagi,2,33,2,4,4,4,4,4,4,3,2,2,4,3,2,2,3
1542,Female,49,Nara,2,99,4,3,3,4,4,3,3,3,3,4,4,4,3,3,3
1543,Male,35,Fukui,4,1,2,4,4,4,4,4,1,4,4,4,2,4,4,4,3
1544,Male,38,Fukuoka,4,33,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99
1545,Male,25,Tokyo,4,33,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4
1546,Male,41,Tokyo,4,33,2,4,3,3,4,4,4,99,4,4,4,3,3,3,3
1547,Male,55,Niigata,4,1,2,3,4,3,4,4,1,3,2,2,3,3,2,2,3
1548,Female,60,Miyazaki,4,7,1,2,2,2,2,2,1,3,2,2,3,3,2,3,3
1549,Female,65,Kanagawa,3,33,2,2,2,2,2,2,3,4,99,2,99,4,2,2,2
1550,Male,49,Ishikawa,3,6,1,3,4,4,4,2,1,3,2,2,2,3,2,2,2
1551,Male,53,Kanagawa,4,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
1552,Female,42,Tokyo,4,33,2,4,4,4,4,4,1,4,4,1,3,4,4,99,99
1553,Female,21,Hiroshima,4,99,99,2,99,99,99,99,3,2,4,2,99,99,3,3,99
1554,Female,26,Saitama,4,1,99,4,4,99,4,99,1,4,3,2,4,3,4,3,3
1555,Male,59,Chiba,3,1,3,4,2,4,4,2,99,4,4,4,4,4,4,4,4
1556,Male,58,Yamagata,1,2,4,2,2,4,3,4,4,4,4,2,4,4,4,2,4
1557,Male,51,Kanagawa,4,11,2,4,4,4,4,3,4,3,2,2,3,3,2,2,3
1558,Male,46,Kyoto,4,33,2,4,4,3,4,3,4,2,2,1,99,2,2,1,99
1559,Female,40,Gunma,4,33,2,3,2,2,4,2,1,3,3,3,3,3,3,3,3
1560,Male,28,Kanagawa,4,1,1,4,4,2,4,4,1,2,3,1,1,4,3,99,99
1561,Male,46,Aichi,4,99,99,99,99,99,99,99,1,4,3,3,99,4,3,3,4
1562,Male,55,Osaka,4,1,2,4,4,3,4,2,1,3,4,4,3,3,2,1,2
1563,Female,56,Hyogo,4,1,3,4,4,4,4,4,1,2,2,1,3,2,4,2,3
1564,Male,40,Fukuoka,4,33,2,3,2,2,4,2,3,3,3,2,99,2,2,99,99
1565,Male,56,Saitama,4,33,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1566,Male,42,Shizuoka,4,1,1,4,4,4,4,3,1,2,2,2,3,3,2,2,3
1567,Male,35,Osaka,4,1,1,4,3,4,4,2,1,2,2,2,3,2,2,2,3
1568,Male,62,Kanagawa,4,3,4,4,99,4,4,4,1,4,4,4,3,4,4,4,4
1569,Male,59,Iwate,4,5,1,3,4,4,2,3,4,2,4,3,4,2,3,2,4
1570,Male,41,Miyagi,4,1,2,3,2,2,2,3,4,2,2,2,3,2,4,2,3
1571,Female,59,Osaka,4,33,2,3,3,3,3,4,4,3,3,4,3,3,3,3,3
1572,Male,50,Tokyo,2,33,1,4,3,3,4,3,1,3,1,1,4,3,1,1,4
1573,Female,50,Chiba,3,33,2,3,4,3,3,3,99,3,2,2,3,3,2,2,3
1574,Male,59,Hokkaido,3,33,3,4,4,4,4,4,1,4,3,3,99,4,4,3,4
1575,Female,32,Kagawa,4,33,3,4,4,4,4,4,1,3,3,2,4,3,3,2,4
1576,Male,48,Hokkaido,2,99,2,3,3,3,4,2,1,4,4,2,2,4,4,2,3
1577,Female,53,Chiba,2,11,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3
1578,Male,61,Oita,2,99,2,2,4,4,4,2,1,3,2,3,3,3,3,3,3
1579,Female,35,Fukui,2,33,99,99,99,99,99,99,1,99,3,99,99,99,99,99,99
1580,Female,33,Tokyo,4,99,1,4,4,2,4,2,1,4,4,4,99,4,4,4,99
1581,Female,40,Chiba,4,6,4,99,99,4,4,2,3,4,4,4,4,4,4,4,3
1582,Female,52,Saitama,1,33,2,3,3,3,3,99,4,4,4,3,2,4,4,3,2
1583,Male,52,Hyogo,3,6,2,3,4,3,4,4,11,4,2,1,3,4,2,1,99
1584,Male,38,Iwate,4,1,1,4,4,3,4,4,1,2,2,1,2,2,1,2,2
1585,Male,55,Tochigi,2,6,4,99,99,4,3,2,4,4,4,4,4,4,4,4,4
1586,Female,61,Osaka,4,33,2,99,99,3,3,3,1,2,2,2,4,4,2,2,4
1587,Male,40,Saitama,4,11,2,2,2,3,2,4,4,3,3,3,3,3,3,3,3
1588,Female,54,Osaka,2,5,2,3,3,4,3,4,4,4,3,1,4,4,2,1,3
1589,Male,44,Hyogo,3,33,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99
1590,Female,44,Saitama,4,2,2,2,3,3,4,4,1,3,3,99,99,4,4,4,4
1591,Male,48,Chiba,2,33,4,4,4,4,3,4,1,4,99,4,4,4,4,4,4
1592,Male,54,Shiga,4,6,1,4,4,4,4,2,1,4,2,3,4,3,3,3,3
1593,Male,44,Kagoshima,2,33,1,1,1,1,1,1,1,4,4,4,3,3,4,2,3
1594,Female,40,Kanagawa,4,1,2,3,3,2,4,3,1,3,2,1,2,3,2,1,99
1595,Male,18,Niigata,1,1,1,1,1,2,3,1,1,3,3,3,2,2,3,2,3
1596,Male,59,Kyoto,4,33,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1597,Male,50,Saitama,4,4,4,99,99,1,99,2,4,4,4,4,4,4,4,4,4
1598,Male,34,Hokkaido,4,33,3,3,3,4,4,3,1,3,99,2,3,3,3,2,3
1599,Female,40,Aichi,4,33,2,2,2,3,3,3,1,3,3,3,99,3,3,4,99
1600,Female,44,Hiroshima,2,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2
1601,Female,56,Fukuoka,2,99,99,99,99,3,3,99,1,99,3,99,3,3,99,99,3
1602,Female,51,Hokkaido,2,33,2,3,3,4,4,3,1,4,4,4,3,4,4,4,3
1603,Male,29,Miyagi,4,33,4,4,4,4,4,4,99,99,99,99,99,99,99,99,99
1604,Male,40,Tokyo,4,1,1,4,4,4,4,2,3,2,4,2,3,2,2,2,3
1605,Male,28,Osaka,4,99,2,2,4,3,3,2,3,3,3,3,2,3,2,3,2
1606,Male,30,Shizuoka,4,3,1,2,2,4,1,4,4,4,4,4,4,4,4,4,4
1607,Male,31,Tokyo,3,33,2,2,2,2,3,4,3,4,3,3,4,4,3,4,3
1608,Female,26,Kanagawa,4,4,3,1,99,2,4,4,1,4,3,1,2,3,2,4,1
1609,Male,62,Shizuoka,2,33,1,2,3,2,3,4,11,3,4,4,4,4,4,4,3
1610,Male,58,Kanagawa,4,33,3,3,99,3,3,99,3,4,4,4,99,4,3,3,99
1611,Female,60,Tottori,2,1,1,4,3,4,4,3,1,3,2,2,4,3,2,1,4
1612,Male,27,Akita,1,2,4,1,3,4,1,4,4,4,4,4,4,4,4,4,4
1613,Female,46,Tokyo,3,33,2,99,99,99,99,99,3,3,4,2,2,99,99,99,99
1614,Female,49,Chiba,4,33,2,2,3,3,4,3,3,3,99,3,99,3,3,2,99
1615,Male,71,Fukuoka,2,33,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3
1616,Male,52,Kyoto,3,6,1,2,3,1,4,2,4,3,3,1,4,4,3,1,4
1617,Male,56,Kanagawa,4,1,1,4,3,2,4,2,1,99,3,2,99,99,3,2,99
1618,Female,34,Toyama,3,33,99,99,99,99,99,99,4,4,99,99,4,4,4,99,4
1619,Female,45,Osaka,3,11,2,3,99,99,4,2,1,99,2,2,99,3,99,2,99
1620,Female,30,Tochigi,2,99,3,3,3,3,3,3,1,4,3,3,4,99,3,3,4
1621,Female,27,Kyoto,4,33,99,99,99,99,99,99,4,4,4,2,99,99,99,99,99
1622,Female,45,Tokyo,2,33,2,3,3,3,3,3,1,3,3,1,3,2,2,2,2
1623,Male,46,Tokyo,4,1,1,4,4,2,4,2,1,2,2,1,2,2,2,1,2
1624,Female,63,Oita,3,2,2,2,3,3,3,2,1,3,3,3,3,3,3,2,2
1625,Female,56,Osaka,2,6,1,4,3,4,4,1,1,2,2,2,4,2,2,2,4
1626,Male,56,Osaka,4,1,2,3,3,4,3,3,1,4,2,2,4,4,2,2,4
1627,Male,57,Shizuoka,2,99,99,99,99,99,99,99,1,4,4,4,4,4,4,4,4
1628,Male,21,Saitama,4,1,3,3,3,3,3,3,1,4,2,2,3,4,1,1,3
1629,Male,52,Hiroshima,4,1,1,4,4,2,4,2,1,4,2,1,3,3,2,2,3
1630,Female,53,Hyogo,4,33,2,2,3,2,4,2,3,2,3,2,2,3,3,2,2
1631,Male,20,Miyagi,4,33,2,4,3,4,4,4,1,4,4,2,3,3,4,4,4
1632,Male,63,Aichi,2,33,3,3,4,4,4,4,5,4,4,3,4,4,4,3,4
1633,Male,51,Saitama,4,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,2
1634,Female,53,Tokyo,2,33,2,4,2,4,4,3,4,4,4,4,4,3,3,3,99
1635,Male,23,Shizuoka,4,1,3,3,3,3,3,3,1,3,4,4,4,3,3,3,3
1636,Male,40,Saitama,4,33,2,2,3,4,2,4,1,4,4,2,3,4,4,2,3
1637,Female,54,Tokyo,3,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99
1638,Female,50,Osaka,4,33,2,4,4,4,4,4,1,3,3,2,2,3,3,2,2
1639,Male,58,Gifu,4,33,2,3,4,4,4,4,3,3,4,2,3,99,99,99,99
1640,Male,41,Aichi,4,33,2,2,3,3,3,3,1,3,3,3,3,4,3,3,3
1641,Female,49,Tokyo,4,33,2,2,99,4,4,4,11,3,4,2,4,3,3,2,4
1642,Male,45,Hokkaido,2,1,2,2,3,3,4,4,1,2,4,4,3,3,3,3,3
1643,Male,69,Miyagi,2,7,1,2,4,4,2,4,4,4,4,2,4,4,4,2,4
1644,Male,31,NA,4,33,4,3,3,3,3,3,99,99,99,99,99,3,3,3,3
1645,Male,44,Kanagawa,2,33,4,4,99,99,4,4,4,4,4,4,4,4,4,4,4
1646,Male,38,Saitama,4,33,3,3,4,4,3,3,1,4,4,3,4,3,3,4,4
1647,Female,66,Gifu,3,6,2,2,2,2,4,2,1,3,4,2,4,4,4,1,4
1648,Male,53,Aichi,4,99,2,3,3,3,4,3,1,3,3,2,3,3,3,3,3
1649,Male,35,Kanagawa,4,1,2,4,4,4,4,3,1,3,3,2,99,3,2,2,2
1650,Female,46,NA,3,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,3
1651,Male,25,Osaka,4,33,1,2,3,3,3,4,3,99,4,4,4,4,4,2,4
1652,Male,55,Kanagawa,4,1,1,4,4,3,4,2,1,2,1,1,1,2,1,1,1
1653,Male,45,Hyogo,4,33,1,4,99,3,4,2,4,99,2,2,4,4,2,2,4
1654,Male,47,NA,2,1,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3
1655,Female,54,Hokkaido,2,33,3,2,3,3,3,2,11,4,4,4,2,4,3,3,99
1656,Male,60,Osaka,2,2,1,2,2,3,4,3,1,3,4,2,2,4,3,2,2
1657,Female,44,Osaka,2,1,2,4,4,4,4,3,1,3,3,2,3,3,3,2,3
1658,Female,44,Kanagawa,4,1,2,4,3,3,4,4,1,2,2,2,2,99,99,99,99
1659,Male,55,Tokyo,2,1,1,4,4,1,4,4,5,1,1,1,1,2,1,1,2
1660,Male,49,Aomori,4,1,3,3,4,3,3,3,2,2,2,2,3,3,2,2,2
1661,Male,71,Mie,2,2,3,2,99,2,4,3,3,4,4,4,2,3,4,3,2
1662,Male,58,Kanagawa,4,33,1,4,3,3,4,3,3,3,2,2,2,3,2,2,2
1663,Male,44,Saitama,4,1,4,99,99,99,99,99,3,3,4,4,4,3,4,4,4
1664,Female,47,Kyoto,2,33,3,3,3,3,3,3,3,3,4,4,99,3,2,2,99
1665,Male,36,Hokkaido,3,33,4,2,2,4,3,3,1,3,4,4,2,4,3,4,3
1666,Male,52,Saga,3,33,3,4,4,4,4,4,3,4,3,3,4,4,3,3,4
1667,Male,52,Iwate,3,5,2,2,3,2,3,1,4,4,2,2,3,4,2,2,4
1668,Male,48,Hyogo,4,99,2,3,3,3,3,2,4,4,4,4,4,4,4,4,4
1669,Male,59,Fukushima,4,2,4,1,3,4,2,2,3,4,4,4,4,4,4,4,4
1670,Female,27,Fukuoka,4,1,1,2,3,3,4,3,3,2,3,2,99,2,2,2,99
1671,Female,65,Wakayama,3,33,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99
1672,Male,61,Gifu,4,33,2,3,3,3,4,3,1,4,3,2,4,3,3,2,3
1673,Male,50,Tokyo,3,1,1,4,4,4,4,4,1,3,2,2,3,3,2,2,2
1674,Male,67,Fukui,4,2,1,2,2,3,3,4,4,3,4,2,3,3,3,2,3
1675,Male,49,Osaka,4,1,2,4,4,4,4,4,1,4,4,4,4,3,3,3,3
1676,Female,56,Hyogo,2,2,4,2,3,4,2,4,4,4,4,3,3,4,4,3,4
1677,Male,32,Tokyo,4,33,2,3,4,3,4,4,4,4,4,3,2,3,2,2,2
1678,Male,43,Saitama,4,6,1,4,4,2,4,4,1,2,3,2,3,2,3,2,3
1679,Female,53,Hokkaido,2,33,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4
1680,Male,68,Osaka,4,1,2,4,4,2,4,2,1,2,2,1,2,2,2,1,2
1681,Male,30,Hyogo,4,6,1,4,3,1,4,2,1,2,3,2,2,2,3,99,3
1682,Male,53,Aichi,3,33,4,4,4,4,4,4,1,4,4,4,99,4,4,4,99
1683,Male,42,Tokushima,2,99,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
1684,Female,43,Kanagawa,4,33,99,99,99,99,99,99,1,3,99,4,3,99,3,99,2
1685,Male,50,Aichi,4,33,1,3,3,99,4,3,99,4,4,4,4,4,4,4,4
1686,Female,51,Yamaguchi,2,1,2,2,2,2,3,2,3,3,3,3,99,2,3,3,99
1687,Male,41,Kanagawa,2,11,4,99,99,4,99,99,4,4,4,4,99,4,4,4,99
1688,Male,48,Saga,3,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1689,Male,63,Osaka,4,2,3,2,4,4,4,4,2,4,4,4,4,4,4,4,4
1690,Female,47,Kanagawa,4,33,99,99,99,99,99,99,4,4,3,2,4,4,3,2,4
1691,Male,72,Yamanashi,2,33,1,4,3,1,4,2,3,3,3,3,3,3,3,3,3
1692,Male,59,Kanagawa,4,1,2,4,4,4,4,3,1,2,2,1,2,2,2,2,2
1693,Female,42,Saitama,4,1,99,3,3,3,4,3,1,2,2,2,2,2,2,2,3
1694,Female,25,Kanagawa,4,99,1,99,1,99,99,1,1,1,1,2,1,1,1,1,1
1695,Male,48,Fukuoka,4,33,2,2,4,2,3,2,4,3,3,2,3,3,3,2,3
1696,Male,65,Kanagawa,3,1,1,4,3,2,4,3,3,3,2,2,3,2,2,2,3
1697,Female,34,Hokkaido,4,33,3,3,3,4,3,4,1,4,4,3,3,4,4,3,3
1698,Male,59,Hiroshima,2,33,2,3,3,2,3,3,1,2,2,2,2,2,2,2,2
1699,Female,33,Chiba,4,4,2,3,3,2,3,3,1,2,2,2,2,99,2,3,2
1700,Male,47,Niigata,3,1,2,2,3,3,3,3,1,3,2,2,4,3,2,2,3
1701,Male,69,Yamanashi,3,1,1,3,2,2,3,3,1,2,3,3,3,2,3,3,3
1702,Female,44,Kanagawa,4,99,2,3,3,2,4,3,1,4,4,3,3,4,4,4,4
1703,Female,41,Kanagawa,4,1,1,2,2,1,2,2,1,3,2,2,2,3,2,1,2
1704,Male,41,Ibaraki,2,33,2,4,4,4,4,2,4,3,2,2,99,2,2,2,99
1705,Male,64,Kyoto,4,1,1,4,4,4,3,4,1,2,2,2,2,2,2,2,3
1706,Male,43,Miyagi,4,1,2,3,4,3,4,3,1,4,4,4,4,4,4,3,3
1707,Male,45,Yamagata,4,1,2,3,3,4,4,3,1,3,2,2,2,3,2,2,2
1708,Male,29,Saitama,4,33,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1709,Male,30,Tokyo,4,1,1,2,3,2,4,3,1,3,2,2,2,3,2,2,2
1710,Female,77,NA,2,33,3,3,3,4,3,4,4,4,3,1,4,3,3,1,4
1711,Male,43,Iwate,4,1,2,4,4,4,4,3,3,2,2,2,2,2,2,2,2
1712,Male,50,Kanagawa,4,1,1,3,2,2,4,2,1,2,2,2,1,3,2,2,2
1713,Female,18,Hyogo,2,99,99,99,99,99,99,99,3,99,99,3,99,99,3,99,99
1714,Male,58,Kagoshima,4,33,3,3,4,4,4,4,1,4,4,3,3,4,4,3,4
1715,Male,49,Tokyo,2,33,2,4,3,3,4,2,1,4,2,2,4,4,2,2,4
1716,Male,49,Kanagawa,4,33,99,99,99,99,99,99,4,3,4,3,3,3,3,3,3
1717,Male,27,Mie,4,5,3,2,3,4,2,3,4,4,3,3,4,3,3,3,3
1718,Female,50,Aichi,3,33,2,3,3,3,4,3,1,2,3,2,99,3,3,2,3
1719,refuse,59,Okayama,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1720,Female,44,Shiga,3,33,2,99,99,99,99,99,3,3,4,4,4,4,4,4,4
1721,Male,36,Ibaraki,3,33,3,99,2,99,99,99,1,4,4,2,99,4,3,3,99
1722,refuse,50,Hyogo,2,99,1,2,1,2,2,2,1,3,2,2,3,3,2,2,3
1723,Male,44,Tochigi,2,1,2,4,4,4,99,4,1,2,3,3,4,4,3,2,4
1724,Male,18,Okayama,2,2,3,99,99,3,99,99,4,3,4,3,3,3,3,2,3
1725,Female,32,Tokyo,3,5,3,99,99,3,2,4,4,4,3,3,4,4,3,3,3
1726,Female,43,Nara,4,1,1,4,4,3,3,2,1,1,2,1,2,1,1,1,2
1727,Male,52,Ehime,2,3,3,4,2,4,4,3,3,4,4,3,3,4,4,3,3
1728,Male,48,Nara,4,1,2,3,3,3,4,3,1,4,3,2,2,4,3,2,3
1729,Male,44,Osaka,4,6,1,4,3,2,4,3,5,2,2,1,2,2,2,2,2
1730,Male,59,Tokyo,4,1,2,2,3,4,4,3,3,4,3,2,4,4,4,2,4
1731,Female,34,Fukuoka,4,33,3,3,4,4,4,4,4,3,4,2,2,3,4,2,2
1732,Male,53,Fukushima,2,1,2,3,4,4,4,4,3,4,4,4,3,4,4,4,4
1733,Male,28,Kyoto,3,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1734,Male,45,Kagawa,3,1,1,4,2,2,4,2,1,4,2,2,1,4,2,1,1
1735,refuse,54,Tokyo,3,1,1,4,4,4,4,4,1,99,99,99,99,99,99,99,99
1736,Female,60,Tochigi,2,2,4,2,3,4,3,4,1,4,4,4,99,4,4,99,3
1737,Male,61,Aomori,4,99,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3
1738,Male,45,Kyoto,4,1,2,3,3,3,3,2,4,3,3,2,2,3,3,2,2
1739,Male,69,Gifu,2,33,3,3,3,2,3,3,1,4,3,4,3,3,3,3,4
1740,Male,65,Hokkaido,2,1,1,3,3,3,3,3,3,3,3,2,99,3,2,3,99
1741,Male,65,Hokkaido,2,1,2,3,2,4,4,4,1,3,3,4,3,4,4,4,4
1742,Female,45,Fukui,3,99,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99
1743,Female,53,Osaka,1,33,99,99,99,99,99,99,4,4,4,4,99,99,4,4,4
1744,Male,60,Osaka,4,1,1,3,2,1,4,2,1,2,2,2,2,2,2,2,2
1745,Female,34,Fukuoka,2,6,4,2,99,4,4,2,1,4,4,1,4,3,3,1,3
1746,Male,46,Okinawa,4,1,2,4,3,2,4,2,1,3,4,2,2,3,3,2,2
1747,Female,53,Shizuoka,2,1,2,2,3,3,4,3,1,2,2,2,2,2,2,2,2
1748,Female,31,Hyogo,2,3,3,4,2,4,3,3,1,4,4,3,4,4,4,3,4
1749,Male,24,Ishikawa,4,1,1,4,4,2,4,4,2,4,4,2,3,3,4,2,4
1750,Male,30,Nagasaki,2,4,3,2,2,1,2,3,4,3,3,2,2,3,2,2,3
1751,Male,58,Nagasaki,4,99,2,2,2,3,99,2,3,3,3,3,4,3,3,3,4
1752,Male,31,Miyagi,3,33,2,4,4,2,4,2,1,4,4,4,3,4,4,4,4
1753,Male,42,Tokyo,4,33,4,2,4,4,2,4,1,4,4,4,3,4,4,3,3
1754,Male,25,Kanagawa,4,33,3,4,4,3,4,4,1,4,4,4,4,4,3,3,4
1755,Male,49,Kagoshima,2,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1756,Female,35,Hokkaido,2,33,99,99,99,99,3,3,3,99,2,2,2,4,2,2,2
1757,Female,47,Osaka,1,6,99,99,99,99,99,1,3,99,2,2,99,4,2,2,99
1758,Female,30,Osaka,3,33,2,99,2,99,99,99,1,4,4,3,2,4,3,3,2
1759,Female,45,Hyogo,4,33,1,2,1,3,2,1,1,3,3,2,3,4,3,2,3
1760,Female,40,Hyogo,3,33,2,3,3,4,3,2,1,2,1,1,4,2,1,1,4
1761,Female,54,Tokyo,4,1,1,3,3,2,3,3,1,2,1,1,2,2,2,2,2
1762,Male,56,Hokkaido,4,1,1,3,3,1,4,1,4,2,4,4,4,3,3,2,4
