id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance1_5
1685,Female,57,Tokyo,3,99,2,3,2,2,3,3,1,2,2,2,2,2
1686,Male,48,Tochigi,4,33,1,3,3,2,4,2,1,3,4,2,2,4
1687,Male,62,Aomori,2,2,3,2,3,3,2,3,4,3,2,3,3,3
1688,Male,52,Kanagawa,2,33,2,4,4,4,4,3,1,2,3,1,4,4
1689,Male,67,Miyagi,4,1,2,4,99,3,4,2,1,4,99,3,4,99
1690,Male,31,Tochigi,4,1,3,4,4,4,4,4,1,3,4,2,3,3
1691,Female,40,Shimane,3,5,3,2,4,4,3,4,3,4,4,4,4,4
1692,Female,53,Miyazaki,2,1,2,4,3,3,4,2,1,99,3,2,3,99
1693,Male,55,Tokyo,4,33,4,4,99,4,4,4,3,4,4,4,4,4
1694,Male,37,Tokyo,4,2,2,3,2,2,4,4,1,4,4,99,4,4
1695,Female,67,Hiroshima,4,33,1,4,3,2,4,2,1,3,3,2,4,4
1696,Male,63,Hiroshima,4,33,4,4,4,4,4,4,1,4,4,4,4,4
1697,Male,46,Tokyo,4,1,1,4,4,2,4,2,1,3,3,2,3,3
1698,Female,65,Tokyo,4,2,4,2,2,4,3,2,1,4,4,4,3,4
1699,Female,65,Chiba,2,1,1,4,3,2,4,1,1,1,3,1,2,4
1700,Male,50,Saitama,3,6,2,3,3,3,3,1,1,4,4,4,4,4
1701,Male,44,Ishikawa,4,33,4,4,4,4,4,4,3,4,3,3,4,3
1702,Female,61,Kanagawa,4,33,99,99,99,99,99,99,3,99,99,99,99,99
1703,Male,41,Nagano,4,2,2,2,4,4,4,4,3,4,4,4,3,4
1704,Female,33,Iwate,4,33,4,3,2,3,4,3,99,4,4,99,4,4
1705,Male,43,Shizuoka,4,1,1,4,2,2,3,3,1,2,1,2,2,3
1706,Male,51,Fukushima,2,33,2,4,4,4,4,4,5,4,4,3,4,4
1707,Male,54,Nagasaki,3,3,2,3,2,4,3,3,4,4,4,4,4,4
1708,Male,43,Saitama,4,6,2,4,3,2,4,2,1,2,3,2,4,3
1709,Male,59,Osaka,4,6,3,3,4,4,4,2,4,4,3,3,3,3
1710,Male,42,Kanagawa,4,33,4,4,4,4,4,4,99,4,4,4,4,4
1711,Male,51,Tokyo,3,33,2,3,3,3,3,2,3,3,4,2,4,3
1712,Female,62,Gifu,3,33,2,4,4,3,4,4,3,99,4,2,3,99
1713,Female,27,Okayama,4,99,4,99,99,99,99,99,99,99,99,99,99,99
1714,Male,47,Akita,4,33,2,99,99,4,4,99,4,3,3,3,3,3
1715,Male,53,Kagawa,3,1,2,4,4,3,4,3,1,4,2,1,2,2
1716,Male,46,Tokyo,4,99,1,99,99,99,99,99,3,99,99,99,99,99
1717,Female,19,Aichi,4,33,99,99,99,99,99,99,3,99,99,2,3,99
1718,Male,52,Okinawa,1,33,3,3,3,3,3,3,1,4,4,4,4,99
1719,Female,46,Hiroshima,2,1,1,3,3,3,3,3,5,99,4,2,4,99
1720,Male,49,Hyogo,4,1,1,4,4,4,4,4,4,3,3,2,2,2
1721,Female,47,Saitama,3,6,2,3,4,4,4,3,1,4,3,3,3,99
1722,Male,27,Osaka,4,33,4,3,4,3,3,4,4,4,3,2,4,2
1723,Male,51,Gifu,1,11,4,4,4,4,4,4,4,2,2,2,4,2
1724,Female,36,Kanagawa,2,33,2,3,3,3,3,4,5,3,2,3,4,4
1725,Male,65,Kanagawa,3,1,1,4,3,4,4,3,1,2,3,3,3,2
1726,Male,45,Niigata,4,1,2,4,4,4,4,4,1,2,2,1,3,4
1727,Female,55,Saitama,3,33,1,4,4,3,4,3,1,3,2,1,1,2
1728,Male,47,Ibaraki,2,1,2,4,3,2,4,2,1,3,3,2,3,1
1729,Male,36,Osaka,4,5,3,2,2,4,3,2,4,4,4,4,4,4
1730,Male,58,Aichi,2,1,2,4,4,3,4,2,1,3,2,2,3,3
1731,Female,42,Ibaraki,4,33,2,4,4,4,4,2,1,3,3,2,3,2
1732,Female,45,Tokyo,3,33,4,4,4,4,4,3,1,4,4,3,4,4
1733,Male,37,Saitama,4,3,3,2,2,4,4,3,1,2,4,2,3,4
1734,Female,32,Miyagi,2,1,2,3,3,3,4,4,1,3,3,2,3,3
1735,Male,49,Kanagawa,3,33,1,2,3,4,4,2,4,4,4,99,3,3
1736,Female,42,Kanagawa,4,33,1,4,4,4,4,2,4,2,2,1,1,99
1737,Male,38,Chiba,2,1,1,4,2,1,4,1,3,2,4,2,2,4
1738,Female,28,Hiroshima,4,33,2,3,3,4,99,2,1,3,2,1,3,99
1739,Male,35,Kagawa,2,1,1,4,3,3,4,2,1,3,3,1,2,4
1740,Male,39,Ibaraki,1,33,2,99,99,99,99,99,5,99,99,99,99,99
1741,Male,38,Osaka,4,6,2,4,4,4,4,3,1,4,3,1,2,4
1742,refuse,53,Tokyo,2,33,99,4,4,4,4,4,99,99,99,99,99,99
1743,Female,32,Hyogo,4,33,4,99,99,99,99,99,1,4,4,2,4,3
1744,Female,21,Wakayama,4,1,2,99,99,2,3,2,1,4,4,2,4,4
1745,Male,43,Aichi,4,99,99,99,99,99,99,99,1,4,99,99,99,99
1746,Female,47,Osaka,3,33,99,99,99,99,99,99,5,99,4,2,4,99
1747,Male,60,Tokyo,4,1,1,4,4,4,4,4,1,2,2,1,1,4
1748,Female,67,Tokyo,3,33,2,3,4,3,4,3,5,4,4,2,3,3
1749,Male,56,Ibaraki,2,33,2,99,99,3,3,3,3,4,4,4,4,99
1750,Male,34,Shiga,4,1,1,3,3,2,3,2,1,2,3,2,2,2
1751,Female,39,Fukuoka,2,1,1,2,3,4,99,4,4,99,4,2,2,99
1752,Male,47,Osaka,2,6,3,2,3,3,2,2,1,3,4,3,99,4
1753,Female,55,Tokyo,3,99,99,99,99,99,99,99,1,99,99,99,99,3
1754,Male,60,Shizuoka,2,6,4,4,4,4,4,2,3,4,4,4,4,4
1755,Male,41,Fukuoka,4,11,2,4,2,2,4,4,4,3,3,1,2,4
1756,Female,49,Tokyo,3,1,1,4,4,2,3,3,5,2,99,2,3,2
1757,Female,47,Kanagawa,4,7,2,3,3,3,3,2,4,4,4,4,2,3
1758,Male,33,Kyoto,4,3,3,3,3,4,3,3,1,4,4,1,4,2
1759,Female,40,Fukushima,3,99,2,99,99,2,2,99,1,4,4,99,4,99
1760,Female,48,Osaka,4,33,2,4,4,4,4,2,4,4,4,4,4,4
1761,Male,46,Fukushima,4,3,2,4,3,4,4,2,1,3,4,2,3,4
1762,Female,53,Tokyo,3,6,99,99,99,99,99,99,4,2,3,2,2,99
1763,Male,41,Chiba,3,2,2,2,3,3,3,3,1,4,3,2,3,99
1764,Male,48,Osaka,2,33,2,3,3,3,3,3,11,2,4,3,4,3
1765,Male,45,Hyogo,4,1,1,4,4,3,4,2,1,2,3,2,2,3
1766,Female,50,Aichi,2,33,2,3,3,2,4,2,1,3,3,2,2,4
1767,Male,60,Niigata,2,1,1,4,3,3,4,3,1,3,3,2,3,4
1768,Female,19,Tokyo,4,33,2,99,99,3,99,2,1,99,4,2,2,99
1769,Female,53,Tokyo,2,33,2,99,99,4,3,99,1,4,4,2,3,99
1770,Male,34,Ehime,4,1,2,4,99,3,4,2,3,3,3,2,3,2
1771,Female,45,Osaka,3,99,99,4,99,4,4,99,4,4,4,3,4,4
1772,Female,49,Osaka,2,1,1,2,2,2,2,1,1,3,2,2,2,3
1773,Male,49,Tokyo,3,33,2,4,4,4,4,2,4,4,2,1,2,4
1774,Male,54,Shizuoka,2,1,1,4,4,4,4,4,1,2,2,1,2,2
1775,Male,59,Aichi,4,11,4,3,4,4,3,4,4,4,4,4,4,99
1776,Male,45,Kanagawa,4,33,2,3,4,4,4,3,1,3,3,1,2,3
1777,Male,39,Kyoto,3,33,99,99,99,99,99,99,4,99,99,99,99,99
1778,Male,36,Osaka,4,33,2,3,4,4,4,4,11,2,3,2,3,2
1779,Female,19,Osaka,4,1,2,2,3,2,3,3,1,99,3,2,3,99
1780,Female,51,Saitama,2,6,2,4,4,4,4,2,5,4,4,2,4,2
1781,Female,54,Tokyo,4,1,1,3,3,3,4,2,1,2,4,2,3,4
1782,Female,29,Tokyo,4,6,2,4,4,4,4,2,1,4,4,3,4,3
1783,Male,30,Aichi,2,1,1,2,2,3,3,2,1,4,3,3,2,4
1784,Male,66,Chiba,3,6,1,3,3,3,4,2,1,4,4,2,2,3
1785,Male,44,Tokyo,4,1,1,3,3,2,4,3,2,4,2,1,3,4
1786,Male,57,Kanagawa,3,33,4,4,4,4,4,4,4,4,4,4,4,4
1787,Female,50,Ibaraki,4,33,1,4,4,4,4,4,1,99,2,3,99,4
1788,Male,59,Fukuoka,4,33,2,2,4,4,3,4,3,3,4,3,4,4
1789,Female,42,Aichi,2,33,3,3,3,3,3,3,3,4,4,4,4,4
1790,Female,46,Hyogo,4,6,2,2,2,2,2,2,4,3,99,2,3,3
1791,Female,40,Ibaraki,4,33,2,3,4,3,2,4,4,4,4,2,3,4
1792,Male,49,Hiroshima,3,2,2,1,3,3,3,4,4,4,4,4,4,4
1793,Female,27,Iwate,3,3,2,4,1,2,4,2,1,4,3,2,4,4
1794,Female,54,Nagasaki,3,3,2,3,2,4,4,3,1,2,2,2,3,2
1795,Female,33,Tokyo,4,1,2,4,4,2,4,3,1,3,3,2,2,4
1796,Female,48,Saitama,2,1,1,2,2,4,1,2,1,3,4,1,2,2
1797,Male,47,Shizuoka,4,33,2,3,3,4,4,2,3,4,4,3,4,3
1798,Female,53,Tokyo,4,33,1,4,4,4,4,3,3,3,4,2,4,4
1799,Male,50,Tokyo,4,33,3,4,4,4,4,4,1,4,4,1,4,4
1800,Female,26,Hyogo,4,33,99,99,99,99,99,99,99,99,99,99,99,99
1801,Female,29,Aichi,2,5,4,3,3,4,2,3,1,99,2,3,3,4
1802,Male,52,Tokyo,2,3,2,3,2,4,3,2,1,4,4,99,3,99
1803,Female,22,Shiga,4,1,2,3,99,99,99,99,4,2,2,2,2,99
1804,Male,69,Kanagawa,2,1,1,4,3,3,3,3,1,3,3,2,2,1
1805,Male,56,Hyogo,2,6,2,2,4,2,4,2,1,4,4,3,3,4
1806,Female,49,Tokyo,3,1,2,4,4,4,4,4,3,4,4,2,99,99
1807,Male,75,Tokyo,4,1,1,3,4,4,4,4,1,4,4,1,4,3
1808,Female,42,Tokyo,3,33,3,3,4,4,4,4,1,4,4,3,3,4
1809,Male,45,Wakayama,2,1,2,4,4,99,4,99,1,99,99,1,99,3
1810,Male,55,Toyama,4,1,1,4,2,3,4,2,99,2,2,2,2,3
1811,Male,56,Kanagawa,4,33,2,3,4,3,4,2,1,2,3,3,2,3
1812,Male,20,Fukuoka,3,1,2,99,99,99,99,99,4,2,99,2,2,4
1813,Male,54,Tokyo,2,6,1,2,2,3,3,2,3,4,4,2,3,4
1814,Male,49,Saitama,4,4,1,4,4,1,4,4,1,1,1,1,1,1
1815,Male,65,Saitama,2,33,99,3,3,3,3,99,1,4,3,99,3,4
1816,Female,21,Hiroshima,4,6,4,3,4,4,4,3,5,4,4,4,99,99
1817,Male,71,Saitama,2,1,1,2,2,1,3,2,1,3,3,3,3,3
1818,Male,50,Chiba,4,33,2,4,4,4,4,3,1,4,4,4,4,4
1819,Female,59,Niigata,3,6,2,3,4,3,4,2,4,4,4,2,4,3
1820,Male,73,Osaka,4,6,1,4,4,4,4,2,5,2,2,3,2,2
1821,Male,31,Osaka,4,6,3,4,4,4,4,2,1,4,4,2,3,4
1822,Male,66,Fukuoka,4,1,2,4,4,3,4,3,1,3,3,2,3,3
1823,Male,40,Tokyo,4,33,2,4,4,4,4,4,99,3,3,3,3,3
1824,Female,45,Kanagawa,1,1,2,4,4,3,4,4,1,3,3,3,3,4
1825,Male,52,Iwate,3,33,2,3,2,2,3,1,4,3,4,3,3,3
1826,Male,59,Tokyo,4,33,2,4,4,4,4,4,1,4,4,4,2,4
1827,Male,52,Niigata,4,33,1,2,2,2,4,3,4,2,2,2,2,3
1828,Male,52,Hiroshima,4,1,1,4,4,2,4,2,1,3,2,2,2,2
1829,Female,50,Tokyo,3,33,4,4,4,4,4,4,1,4,3,4,2,4
1830,Female,42,Tokyo,4,6,3,4,4,3,4,2,11,3,3,2,3,3
1831,Male,59,Shiga,4,1,1,4,4,3,4,2,1,1,2,1,3,4
1832,Male,69,Osaka,4,5,4,4,4,4,4,4,4,4,4,4,4,4
1833,Male,37,Nagano,2,4,1,4,4,1,4,3,4,2,2,1,3,3
1834,Male,46,Shizuoka,3,6,1,4,4,4,4,2,1,4,4,2,4,2
1835,Male,58,Tokyo,4,33,1,4,4,1,4,3,3,2,3,2,3,3
1836,Male,50,Chiba,4,33,3,3,3,3,3,3,3,3,2,3,4,3
1837,Male,36,Kanagawa,4,1,1,1,99,4,4,4,1,1,2,2,1,1
1838,Male,46,Tokyo,4,33,2,3,3,3,4,3,3,2,3,2,3,3
1839,Male,56,Nara,4,33,2,3,3,3,4,3,1,3,4,2,3,2
1840,Male,54,Hiroshima,3,1,1,4,4,4,4,3,1,4,4,1,4,2
1841,Female,41,Kagoshima,3,99,2,4,4,4,4,4,4,99,3,2,99,99
1842,Female,35,Niigata,2,33,2,2,2,2,2,2,99,99,99,99,2,99
1843,Male,47,Tochigi,2,1,3,3,3,3,3,3,3,3,4,3,3,3
1844,Male,69,Osaka,2,1,1,4,4,4,4,4,3,3,3,2,3,99
1845,Male,51,Miyagi,4,33,2,4,2,4,4,2,4,4,3,3,2,2
1846,Female,53,Niigata,3,1,1,2,2,2,3,2,3,2,2,99,3,2
1847,Male,39,Shizuoka,3,6,2,4,4,4,4,2,1,3,4,4,4,4
1848,Male,39,Okinawa,2,1,1,2,2,3,4,3,3,2,2,2,3,3
1849,Male,61,Miyagi,2,2,2,2,3,3,3,2,5,4,4,3,4,4
1850,Male,61,Iwate,2,99,3,2,4,4,2,4,4,4,4,4,4,4
1851,Male,50,Osaka,4,33,99,99,3,99,99,99,99,4,3,4,99,4
1852,Male,60,Tokyo,4,2,4,1,2,4,1,4,3,4,4,4,4,4
1853,Male,48,Hyogo,4,1,1,4,4,2,4,2,3,2,2,2,2,2
1854,Female,31,Chiba,4,1,2,2,2,2,2,3,1,3,2,2,2,3
1855,Male,69,Miyazaki,2,6,2,4,3,3,4,2,1,3,3,2,2,4
1856,Female,38,Akita,2,33,2,2,3,3,3,3,3,4,3,2,2,3
1857,Male,26,Chiba,2,99,99,99,99,99,99,99,1,3,3,2,4,99
1858,Male,52,Hiroshima,4,1,1,4,4,4,4,2,1,4,4,2,3,4
1859,Female,56,Nagasaki,4,33,2,4,2,2,4,2,4,4,3,2,3,3
1860,Male,39,Kagoshima,2,1,1,2,2,4,3,4,1,3,2,2,3,4
1861,Male,53,Miyagi,4,4,2,3,3,2,3,2,4,3,3,3,3,3
1862,Male,58,Iwate,4,1,2,4,2,2,4,2,1,3,3,2,2,2
1863,Male,52,Kanagawa,2,33,1,4,4,4,4,4,3,3,3,2,3,4
1864,Male,57,Toyama,3,33,2,3,3,2,3,2,2,4,3,3,4,4
1865,Male,65,Nara,4,33,2,3,4,3,4,2,1,4,4,4,4,4
1866,Female,52,Hiroshima,3,33,2,99,99,2,99,99,3,99,99,3,99,99
1867,Male,38,Saitama,4,99,99,99,99,99,99,99,1,4,4,99,99,99
1868,Female,41,Saitama,3,33,99,99,99,99,99,99,99,99,4,4,99,99
1869,Female,44,Hokkaido,3,2,2,3,4,4,4,4,1,4,4,4,4,4
1870,Male,59,Kanagawa,4,1,1,4,3,3,4,3,1,3,3,2,2,3
1871,Male,66,Hokkaido,4,2,4,2,3,4,3,4,5,4,4,4,4,4
1872,Male,47,Nara,4,6,2,3,3,2,4,2,1,3,3,2,4,3
1873,Female,32,Kagawa,4,99,4,4,99,4,4,3,1,4,4,2,4,4
1874,Female,46,Tokyo,3,33,4,4,4,4,4,3,4,4,4,3,4,3
1875,Male,62,Niigata,2,6,1,3,4,4,4,2,4,4,4,4,3,4
1876,Male,48,Nara,4,33,4,3,3,4,3,3,1,3,4,2,3,2
1877,Male,52,Tokyo,3,1,1,99,4,2,4,99,1,2,3,2,2,3
1878,Female,30,Chiba,2,33,3,4,4,4,4,3,3,3,4,2,4,4
1879,Male,69,Hyogo,1,33,2,3,3,2,3,2,1,4,4,4,4,4
1880,Male,58,Tokyo,4,33,1,2,4,2,4,2,1,4,4,2,2,4
1881,Female,40,Saitama,1,33,2,2,2,3,3,2,4,4,4,3,3,4
1882,Male,50,Fukuoka,2,6,1,3,99,3,4,1,5,99,99,2,2,99
1883,Female,54,Shiga,3,4,2,2,2,3,4,2,5,4,4,2,3,4
1884,Male,58,Kumamoto,4,5,3,4,4,4,4,4,4,3,3,3,3,3
1885,Male,47,Saitama,2,33,2,3,3,4,4,3,1,3,4,3,2,3
1886,Female,43,Kagoshima,2,33,1,4,4,4,4,2,1,99,3,2,3,99
1887,Male,52,Shizuoka,2,1,2,3,4,4,4,4,4,3,3,2,3,4
1888,Male,51,Osaka,4,6,2,3,3,4,99,2,1,3,4,4,99,4
1889,Female,52,Hokkaido,3,1,1,2,3,1,2,1,3,4,4,4,4,4
1890,Female,31,Aichi,3,33,2,2,99,99,99,2,3,99,3,2,2,99
1891,Male,66,Ibaraki,3,1,1,4,3,2,4,2,1,4,3,3,3,4
1892,Male,63,Ibaraki,4,2,2,3,3,3,3,3,4,3,3,2,3,3
1893,Female,30,Iwate,4,33,3,3,3,4,4,2,1,3,4,2,3,4
1894,Female,73,Kanagawa,3,33,99,99,99,99,99,99,99,99,99,99,99,99
1895,Male,21,Saitama,2,1,1,2,2,3,3,3,3,3,3,4,3,2
1896,Female,44,Kanagawa,4,1,2,4,4,4,4,4,1,3,3,2,2,2
1897,Male,55,Kanagawa,4,33,2,3,3,3,4,3,1,3,2,2,3,3
1898,Male,68,Osaka,4,1,2,4,4,3,4,2,1,3,2,2,2,2
1899,Male,59,Kanagawa,4,6,2,4,4,4,99,3,4,3,3,3,3,3
1900,Female,49,Fukuoka,3,33,2,3,3,3,3,3,4,3,3,2,2,3
1901,Male,52,Gunma,4,33,2,3,4,3,3,3,3,3,3,3,3,3
1902,Female,29,Mie,2,1,1,3,4,4,4,3,1,4,4,2,2,99
1903,Male,50,Shiga,2,33,4,4,2,4,4,2,1,4,4,3,4,4
1904,Female,74,Niigata,2,1,2,99,99,99,99,99,3,3,3,2,3,3
1905,Male,57,Kumamoto,3,33,2,4,4,4,4,2,1,3,4,99,4,2
1906,Male,48,Fukui,4,6,3,4,3,3,4,2,1,4,4,3,4,3
1907,Female,42,Toyama,2,99,99,99,99,99,99,99,99,99,99,99,99,99
1908,Male,38,Aichi,2,1,2,2,2,2,2,3,1,3,4,2,4,4
1909,Male,48,Kyoto,4,6,1,4,3,2,4,1,1,1,2,1,2,2
1910,Female,44,Kanagawa,4,33,2,2,3,2,3,3,4,3,4,2,3,3
1911,Female,48,Tokyo,3,99,4,4,4,4,4,4,3,3,4,3,3,3
1912,Male,57,Chiba,1,6,2,4,4,4,4,3,3,3,4,3,3,4
1913,Female,49,Okayama,4,33,1,4,4,3,3,3,1,4,4,4,4,4
1914,Male,55,Kanagawa,2,1,2,4,4,3,4,4,1,3,3,3,2,4
1915,Male,35,Tokyo,4,33,2,2,3,4,4,2,1,4,4,4,4,99
1916,Female,55,Osaka,3,33,2,4,3,4,3,2,4,4,4,2,4,4
1917,Male,47,Fukuoka,4,1,2,4,4,3,4,4,1,3,3,3,3,3
1918,Male,61,Oita,2,2,2,2,4,3,4,2,1,4,99,3,3,3
1919,Male,57,Nagano,4,2,1,2,4,4,4,2,3,4,4,4,4,4
1920,Female,37,Fukuoka,4,33,2,99,99,2,4,2,3,2,4,2,2,3
1921,Female,27,Toyama,2,33,99,99,99,99,99,99,1,99,99,99,99,99
1922,Female,59,Fukuoka,3,6,4,2,3,3,4,1,1,4,4,3,4,4
1923,Male,52,Hokkaido,3,33,2,3,99,99,4,3,4,4,4,2,4,4
1924,Female,26,Saitama,4,1,1,3,3,3,3,3,4,2,2,3,4,2
1925,Female,22,Shiga,4,33,99,99,99,99,99,99,3,99,99,99,99,99
1926,Female,44,Fukuoka,3,33,2,3,3,2,3,4,4,4,4,2,4,99
1927,Female,42,Osaka,4,1,1,4,4,3,4,2,1,3,4,4,4,3
1928,Male,43,Okayama,4,2,2,2,2,2,4,2,1,3,3,3,3,4
1929,Male,46,Osaka,4,33,1,4,4,1,4,2,3,4,3,2,4,99
1930,Female,20,Tokyo,4,33,3,3,4,3,2,3,3,3,4,4,3,2
1931,Female,45,Hyogo,4,6,1,2,1,3,2,1,1,4,4,2,3,3
1932,Male,49,Hiroshima,3,33,3,4,4,4,4,4,99,4,4,2,4,4
1933,Female,43,Osaka,4,6,2,3,4,3,4,2,2,3,3,2,3,3
1934,Male,58,Nagano,4,1,1,4,4,2,4,2,1,2,99,1,4,4
1935,Female,34,Tokyo,4,4,4,4,4,1,4,4,1,4,3,3,3,99
1936,Female,55,Tokyo,4,1,2,4,3,4,4,3,3,3,4,2,3,2
1937,Female,50,Oita,3,1,1,4,4,3,4,3,1,2,3,1,3,2
1938,Male,52,Osaka,4,33,2,4,4,4,3,4,3,4,4,4,4,4
1939,Female,43,Miyagi,3,33,99,4,99,99,99,99,1,4,99,2,2,99
1940,Male,44,Nagano,4,33,3,3,3,3,4,3,1,4,4,3,4,3
1941,Male,50,Shiga,2,1,1,4,4,2,3,2,1,2,4,2,2,4
1942,Female,31,Chiba,4,1,1,3,99,2,2,3,1,4,3,4,4,4
1943,Male,71,Chiba,4,2,2,3,4,4,4,3,1,4,4,3,4,4
1944,Male,39,Tokyo,4,33,4,4,4,4,4,4,1,4,4,4,4,4
1945,Male,67,Aichi,2,1,1,4,4,4,4,2,3,3,3,1,3,4
1946,Male,31,Fukushima,4,6,2,4,2,4,4,2,1,3,3,1,4,2
1947,Female,57,Tokyo,3,6,2,3,3,3,3,1,1,4,4,4,4,99
1948,Female,41,Fukuoka,2,33,2,3,3,4,4,3,4,4,3,2,4,3
1949,Male,52,Kyoto,4,1,2,2,2,2,2,2,5,3,3,3,3,3
1950,Female,37,Kanagawa,3,33,2,2,2,3,3,3,1,3,3,2,3,3
1951,Male,49,Saitama,4,2,2,2,2,3,4,3,1,4,4,4,4,4
1952,Male,41,Mie,4,33,4,4,4,4,4,4,1,99,99,99,99,99
1953,Female,26,Kanagawa,3,3,1,2,99,3,4,4,5,4,3,1,99,2
1954,Female,40,Osaka,4,33,3,4,4,3,4,3,5,3,3,2,99,99
1955,Male,61,Saitama,2,7,4,2,3,4,3,3,11,4,4,4,4,4
1956,Male,51,Hokkaido,4,33,2,2,3,4,3,4,4,4,4,4,4,4
1957,Male,42,Kanagawa,2,6,3,4,2,4,4,2,5,4,4,2,2,4
1958,Female,37,Osaka,4,33,3,2,3,3,2,2,1,4,4,4,3,4
1959,Male,44,Osaka,4,1,1,4,2,4,4,2,1,3,3,1,3,3
1960,Male,43,Tokyo,1,33,3,4,3,4,4,4,4,4,4,3,4,4
1961,Male,59,Hokkaido,3,33,2,4,4,4,4,4,1,4,3,2,2,4
1962,Female,38,Hiroshima,3,33,99,99,99,99,99,99,3,99,3,2,4,99
1963,Male,36,Hiroshima,2,3,3,3,3,4,3,3,2,4,3,3,2,3
1964,Other,68,Kanagawa,4,2,2,2,2,2,3,2,1,3,2,3,3,3
1965,Male,30,Ehime,2,1,1,4,4,2,4,2,1,2,2,4,4,4
1966,Male,40,Miyagi,2,4,3,3,3,2,2,3,1,99,4,4,4,99
1967,Female,47,Tokyo,4,33,3,3,3,3,4,3,4,4,4,3,4,4
1968,Female,48,Osaka,3,6,1,4,4,4,4,3,1,2,2,1,1,4
1969,Female,57,Wakayama,4,6,2,3,4,3,4,2,1,4,3,2,2,3
1970,Female,68,Chiba,2,1,1,2,3,3,4,2,3,2,4,4,3,2
1971,Female,41,Osaka,2,6,2,4,4,4,4,1,1,3,99,2,3,99
1972,Female,50,Aichi,3,6,2,3,3,4,4,2,1,2,3,2,3,3
1973,Female,55,Kyoto,2,33,99,99,99,99,99,99,3,99,99,99,99,99
1974,Male,47,Ishikawa,2,1,1,3,4,3,3,3,3,3,1,1,2,1
1975,Female,38,Ibaraki,4,1,2,2,3,2,4,2,1,2,99,2,2,2
1976,Male,38,Ibaraki,4,5,4,3,2,4,2,2,4,4,3,2,3,3
1977,Female,46,Toyama,4,1,1,4,4,4,4,2,1,2,2,2,2,2
1978,Female,53,Chiba,2,33,1,2,99,2,3,99,1,2,3,2,3,99
1979,Female,57,Aichi,4,33,2,2,3,4,4,2,1,2,2,1,2,99
1980,Female,51,Hokkaido,3,33,1,3,3,2,4,1,3,3,4,2,2,2
1981,Male,38,Osaka,4,33,3,4,4,4,4,3,1,4,4,3,4,4
1982,Male,39,Hokkaido,2,33,2,4,4,3,4,3,4,3,3,2,3,2
1983,Female,41,Hiroshima,3,1,99,99,99,99,99,99,1,3,4,2,99,99
1984,Female,27,Kanagawa,3,33,2,2,99,99,99,99,1,2,2,2,3,99
1985,Male,52,Hyogo,4,3,1,2,1,2,4,1,4,4,4,3,4,2
1986,Male,41,Shizuoka,4,33,3,4,4,4,4,99,3,4,4,4,4,3
1987,Male,54,Tokyo,3,6,2,4,4,4,4,3,4,4,4,2,3,4
1988,Female,49,Aichi,4,33,2,3,3,4,3,3,3,4,4,2,4,4
1989,Male,50,Hokkaido,4,2,1,1,4,4,4,4,4,4,4,3,4,4
1990,Male,48,Kanagawa,4,5,1,2,2,4,2,99,4,99,4,4,4,4
1991,Female,70,Fukuoka,2,1,1,4,4,99,4,2,1,2,2,2,2,1
1992,Male,56,Tokyo,2,33,3,3,4,4,2,4,4,4,4,3,2,99
1993,Female,22,Osaka,4,1,2,4,3,2,4,3,1,2,2,1,1,2
1994,Female,25,Kanagawa,4,1,2,4,2,4,3,3,1,3,3,4,3,3
1995,Male,24,Hokkaido,4,3,2,3,2,4,2,4,1,3,3,2,2,2
1996,Female,62,Ibaraki,3,6,2,4,3,4,4,2,1,4,4,2,3,4
1997,Male,44,Mie,4,1,1,4,4,3,4,3,1,2,2,1,1,2
1998,Male,39,Yamaguchi,3,33,3,4,3,4,4,4,1,4,4,1,4,4
1999,Female,41,Chiba,4,33,99,99,99,99,99,99,99,99,99,99,99,99
2000,Male,41,Saitama,4,33,4,4,4,4,4,3,1,4,4,4,4,4
2001,Male,37,Hyogo,2,33,1,2,2,1,4,1,1,2,2,2,2,2
2002,Male,37,Tokyo,4,1,2,4,4,3,4,3,1,2,3,2,3,2
2003,Male,60,Shizuoka,2,1,1,3,4,4,4,3,1,2,2,1,3,2
2004,Male,49,Shiga,4,1,1,4,4,4,4,4,1,2,2,1,3,1
2005,Male,42,Aomori,4,1,1,4,4,3,4,2,1,2,2,2,2,3
2006,Male,58,Aichi,2,33,3,3,4,4,4,4,4,4,4,4,4,4
2007,Male,56,Toyama,2,6,1,4,4,4,4,2,3,4,3,3,4,4
2008,Male,29,Saitama,2,6,2,3,3,4,4,2,1,3,3,1,4,2
2009,Female,53,Aichi,2,33,2,2,3,3,3,2,2,2,4,2,4,4
2010,Female,36,Gifu,3,99,99,99,99,99,99,99,5,99,99,99,4,99
2011,Male,65,Hokkaido,2,33,2,4,3,4,4,4,3,4,4,4,4,4
2012,Male,54,Fukuoka,4,33,1,4,3,3,4,2,1,1,3,1,2,2
2013,Male,48,Kagoshima,2,33,2,4,2,4,4,2,3,4,4,1,4,4
2014,Male,46,Ehime,4,2,3,3,3,3,4,3,3,3,4,2,4,3
2015,Male,55,Hokkaido,3,2,1,1,1,2,3,1,1,4,4,4,4,3
2016,Female,44,Aichi,2,99,99,99,99,99,99,99,4,99,99,99,99,99
